NAICS12, INDEX ITEM DESCRIPTION ,SIC
311812," Frozen bread and bread-type rolls, made in commercial bakeries ",
311812, Knishes (except frozen) made in commercial bakeries ,
311812, Matzo baking made in commercial bakeries ,
311812,"Pastries (e.g., Danish, French), fresh, made in commercial bakeries",
311812," Pies, fresh, made in commercial bakeries ",
311812," Pretzels, soft, manufacturing ",
311812, Rolls and buns (including frozen) made in commercial bakeries ,
311812, Soft pretzels made in a commercial bakery ,
311812, Sweet yeast goods (except frozen) manufacturing ,
311812, Unleavened bread made in commercial bakeries ,
311813," Baked goods (except bread, bread-type rolls), frozen, manufacturing ",
311813," Cake, frozen, manufacturing ",
311813," Crullers, frozen, made in a commercial bakery ",
311813," Desserts, frozen bakery, manufacturing ",
311813,"Doughnuts, frozen, manufacturing",
311813, Frozen cake manufacturing ,
311813," Knishes, frozen, manufacturing ",
311813,"Pastries (e.g., Danish, French), frozen, manufacturing",
311813," Pies, frozen, manufacturing ",
311813," Sweet yeast goods, frozen, manufacturing ",
311821,"Bakery products, dry (e.g., biscuits, cookies, crackers), manufacturing",
311821," Cones, ice cream, manufacturing ",
311821, Cookies manufacturing ,
311821," Cookies, filled, manufacturing ",
311821,"Crackers (e.g., graham, soda) manufacturing",
311821, Graham wafers manufacturing ,
311821, Ice cream cones manufacturing ,
311821, Saltines manufacturing ,
311821, Soda crackers manufacturing ,
311824," Batters, prepared, made from purchased flour ",
311824, Bread and bread-type roll mixes made from purchased flour ,
311824, Cake mixes made from purchased flour ,
311824, Cookie dough made from purchased flour ,
311824," Doughs, refrigerated or frozen, made from purchased flour ",
311824, Dry mixes made from purchased flour ,
311824, Dry pasta manufacturing ,
311824, Dry pasta packaged with other ingredients made in dry pasta plants ,
311824," Egg noodles, dry, manufacturing ",
311824," Flour, blended or self-rising, made from purchased flour ",
311824, Frozen doughs made from purchased flour ,
311824," Macaroni, dry, manufacturing ",
311824,"Mixes, flour (e.g., biscuit, cake, doughnut, pancake), made from purchased flour",
311824, Noodle mixes made in dry pasta plants ,
311824," Noodles, dry, manufacturing ",
311824, Pancake mixes made from purchased flour ,
311824," Pasta, dry, manufacturing ",
311824," Pastries, uncooked, manufacturing ",
311824," Pie crust shells, uncooked, made from purchased flour ",
311824, Pizza doughs made from purchased flour ,
311824, Prepared flour mixes made from purchased flour ,
311824, Refrigerated doughs made from purchased flour ,
311824," Spaghetti, dry, manufacturing ",
311830, Tortillas manufacturing ,
311911, Canned nuts manufacturing ,
311911," Nuts, kernels and seeds, roasting and processing ",
311911," Nuts, salted, roasted, cooked, canned, manufacturing ",
311911, Peanut butter blended with jelly manufacturing ,
311911, Peanut butter manufacturing ,
311911, Roasted nuts and seeds manufacturing ,
311911,"Seeds, snack (e.g., canned, cooked, roasted, salted) manufacturing",
311919, Cheese curls and puffs manufacturing ,
311919, Corn chips and related corn snacks manufacturing ,
311919," Popcorn (except candy covered), popped, manufacturing ",
311919, Pork rinds manufacturing ,
311919, Potato chips manufacturing ,
311919, Potato sticks manufacturing ,
311919, Pretzels (except soft) manufacturing ,
311919, Tortilla chips manufacturing ,
311920,"Coffee concentrates (i.e., instant coffee) manufacturing",
311920, Coffee extracts manufacturing ,
311920,"Coffee flavoring and syrups (i.e., made from coffee) manufacturing",
311920, Coffee roasting ,
311920, Coffee substitute manufacturing ,
311920," Coffee, blended, manufacturing ",
311920," Coffee, instant and freeze dried, manufacturing ",
311920," Extracts, essences and preparations, coffee, manufacturing ",
311920," Extracts, essences and preparations, tea, manufacturing ",
311920, Instant coffee manufacturing ,
311920, Instant tea manufacturing ,
311920, Roasting coffee ,
311920," Syrup, flavoring, coffee based, manufacturing ",
311920, Tea (except herbal) manufacturing ,
311920, Tea blending ,
311920," Tea, herbal, manufacturing ",
311920," Tea, instant, manufacturing ",
311930, Beverage bases manufacturing ,
311930, Beverage flavorings (except coffee based) manufacturing ,
311930, Beverage syrups (except coffee based) manufacturing ,
311930," Concentrates, drink (except frozen fruit juice), manufacturing ",
311930," Concentrates, flavoring (except coffee based), manufacturing ",
311930, Flavoring concentrates (except coffee based) manufacturing ,
311930," Flavoring pastes, powders, and syrups for soft drink manufacturing ",
311930," Fruit syrups, flavoring, manufacturing ",
311930, Soda fountain syrups manufacturing ,
311930,"Soft drink concentrates (i.e., syrup) manufacturing",
311930," Syrup, beverage, manufacturing ",
311930," Syrup, flavoring (except coffee based), manufacturing ",
311941, Cheese based salad dressing manufacturing ,
311941, Cider vinegar manufacturing ,
311941," Cider, nonalcoholic, manufacturing ",
311941, Dips (except cheese and sour cream based) manufacturing ,
311941," Horseradish, prepared sauce, manufacturing ",
311941, Mayonnaise manufacturing ,
311941," Mustard, prepared, manufacturing ",
311941," Prepared sauces (except gravy, tomato based) manufacturing ",
311941, Salad dressings manufacturing ,
311941," Sandwich spreads, salad dressing based, manufacturing ",
311941, Sauces (except tomato based) manufacturing ,
311941, Sauces for meat (except tomato based) manufacturing ,
311941, Sauces for seafood (except tomato based) manufacturing ,
311941, Sauces for vegetable (except tomato based) manufacturing ,
311941, Soy sauce manufacturing ,
311941, Tartar sauce manufacturing ,
311941, Vinegar manufacturing ,
311941, Worcestershire sauce manufacturing ,
311942, Chili pepper or powder manufacturing ,
311942," Extracts, food (except coffee, meat), manufacturing ",
311942," Extracts, malt, manufacturing ",
311942, Flavor extracts (except coffee) manufacturing ,
311942," Food coloring, natural, manufacturing ",
311942," Food extracts (except coffee, meat) manufacturing ",
311942, Fruit extracts manufacturing ,
311942," Gravy mixes, dry, manufacturing ",
311942, Grinding spices ,
311942, Hop extract manufacturing ,
311942, Malt extract and syrups manufacturing ,
311942, Pectin manufacturing ,
311942,"Pepper (i.e., spice) manufacturing",
311942," Salad dressing mixes, dry, manufacturing ",
311942, Salt substitute manufacturing ,
311942," Salt, table, manufacturing ",
311942," Sauce mixes, dry, manufacturing ",
311942, Seasoning salt manufacturing ,
311942, Spice grinding and blending ,
311942, Spice mixtures manufacturing ,
311942, Spices and spice mix manufacturing ,
311942, Table salt manufacturing ,
311991, Box lunches (for sale off premises) manufacturing ,
311991," Carrots, cut, peeled or sliced fresh, manufacturing ",
311991," Cole slaw, fresh, manufacturing ",
311991," Egg noodles, fresh, manufacturing ",
311991," Food, prepared, perishable, packaged for individual resale ",
311991," Fruit, cut or peeled, fresh, manufacturing ",
311991," Macaroni, fresh, manufacturing ",
311991," Noodles, fresh, manufacturing ",
311991," Pasta, fresh, manufacturing ",
311991," Pizzas, fresh, manufacturing ",
311991," Potatoes, peeled or cut, manufacturing ",
311991," Prepared meals, perishable, packaged for individual resale ",
311991," Salads, fresh or refrigerated, manufacturing ",
311991,"Sandwiches, fresh (i.e., assembled and packaged for wholesale market), manufacturing",
311991,"Slaw, cole, fresh, manufacturing",
311991,"Tofu (i.e., bean curd) (except frozen desserts) manufacturing",
311991," Vegetables, cut or peeled, fresh, manufacturing ",
311999, Almond pastes manufacturing ,
311999, Baking powder manufacturing ,
311999, Bread crumbs not made in bakeries ,
311999, Cake frosting manufacturing ,
311999," Chinese noodles, fried, manufacturing ",
311999," Cocktail mixes, dry, manufacturing ",
311999," Coconut, desiccated and shredded, manufacturing ",
311999, Corn syrups made from purchased sweeteners ,
311999," Drink powder mixes (except chocolate, coffee, milk based, tea) manufacturing ",
311999, Egg substitutes manufacturing ,
311999," Eggs, processed, manufacturing ",
311999," Fillings, cake or pie (except fruits, meat, vegetables), manufacturing ",
311999," Frosting, prepared, manufacturing ",
311999, Gelatin dessert preparations manufacturing ,
311999, Gelatin for cooking manufacturing ,
311999, Honey processing ,
311999, Maple syrup mixing into other products ,
311999, Noodle mixes made from purchased dry ingredients ,
311999," Noodles, fried, manufacturing ",
311999, Pancake syrups (except pure maple) manufacturing ,
311999, Pasta mixes made from purchased dry ingredients ,
311999, Popcorn (except popped) manufacturing ,
311999, Potato mixes made from purchased dry ingredients ,
311999," Powdered drink mixes (except chocolate, coffee, tea, milk based) manufacturing ",
311999," Powders, baking, manufacturing ",
311999," Puddings, canned dessert, manufacturing ",
311999," Puddings, dessert, manufacturing ",
311999,"Rice mixes (i.e., uncooked and packaged with other ingredients) made from purchased rice and dry ingredients",
311999, Sorghum syrup manufacturing ,
311999," Soup mixes, dry, made from purchased dry ingredients ",
311999, Sweetening syrups (except pure maple) manufacturing ,
311999," Syrup, corn (except wet milled), manufacturing ",
311999," Syrup, sweetening (except pure maple), manufacturing ",
311999," Syrup, table, artificially flavored, manufacturing ",
311999, Yeast manufacturing ,
312111, Artificially carbonated waters manufacturing ,
312111,"Beverages, fruit and vegetable drinks, cocktails, and ades, manufacturing",
312111," Beverages, soft drink (including artificially carbonated waters), manufacturing ",
312111, Carbonated soda manufacturing ,
312111, Carbonated soft drinks manufacturing ,
312111," Coffee, iced, manufacturing ",
312111," Drinks, fruit (except juice), manufacturing ",
312111, Flavored water manufacturing ,
312111," Fruit drinks (except juice), manufacturing ",
312111, Iced coffee manufacturing ,
312111, Iced tea manufacturing ,
312111," Pop, soda, manufacturing ",
312111," Soda carbonated, manufacturing ",
312111, Soda pop manufacturing ,
312111, Soft drinks manufacturing ,
312111," Tea, iced, manufacturing ",
312111," Water, artificially carbonated, manufacturing ",
312111," Water, flavored, manufacturing ",
312112," Beverages, naturally carbonated bottled water, manufacturing ",
312112," Naturally carbonated water, purifying and bottling ",
312112," Spring waters, purifying and bottling ",
312112," Water, naturally carbonated, purifying and bottling ",
312113, Block ice manufacturing ,
312113, Ice (except dry ice) manufacturing ,
312120, Ale brewing ,
312120, Beer brewing ,
312120," Beverages, beer, ale, and malt liquors, manufacturing ",
312120, Breweries ,
312120," Grain, brewers' spent, manufacturing ",
312120, Lager brewing ,
312120, Malt liquor brewing ,
312120, Near beer brewing ,
312120, Nonalcoholic beer brewing ,
312120, Porter brewing ,
312120, Stout brewing ,
312130," Alcoholic beverages, brandy, distilling ",
312130, Applejack distilling ,
312130," Beverages, wines and brandies, manufacturing ",
312130, Blending brandy ,
312130, Blending wines ,
312130, Brandy distilling ,
312130," Champagne method sparkling wine, manufacturing ",
312130," Cider, alcoholic, manufacturing ",
312130, Distilling brandy ,
312130, Fortified wines manufacturing ,
312130, Grape farming and making wine ,
312130, Ice wine ,
312130," Liquors, brandy, distilling and blending ",
312130, Nonalcoholic wines manufacturing ,
312130, Sparkling wines manufacturing ,
312130, Vermouth manufacturing ,
312130, Wine coolers manufacturing ,
312130, Wineries ,
312130, Wines manufacturing ,
312130," Wines, cooking, manufacturing ",
312140, Alcoholic beverages (except brandy) distilling ,
312140," Beverages, liquors (except brandies), manufacturing ",
312140, Blending distilled beverages (except brandy) ,
312140, Distilleries ,
312140, Distilling alcoholic beverages (except brandy) ,
312140, Distilling potable liquor (except brandy) ,
312140," Eggnog, alcoholic, manufacturing ",
